<ID|readonly|noverify>;<English>;<Comments>
air_defence/jpn_25mm_t96_sandfort_1;▅ 25-mm AAA;
air_defence/jpn_25mm_t96_sandfort_2;AAA;
air_defence/jpn_25mm_t96_sandfort2_0;▅ 25-mm Type 96;
air_defence/jpn_25mm_t96_sandfort2_1;▅ 25-mm AAA;
air_defence/jpn_25mm_t96_sandfort2_2;AAA;
air_defence/arcade_jpn_25mm_0;▅ 25-mm Type 96;
air_defence/arcade_jpn_25mm_1;▅ 25-mm AAA;
air_defence/arcade_jpn_25mm_2;AAA;
jp_at_37mm_type_1_0;▅ 37-mm Type 1;
jp_at_37mm_type_1_1;▅ 37-mm anti-tank gun;
jp_at_37mm_type_1_2;Anti-tank gun;
structures/jpn_37mm_t94_0;▅ 37-mm Type 94;
structures/jpn_37mm_t94_1;▅ 37-mm artillery;
structures/jpn_37mm_t94_2;Artillery;
structures/jpn_37mm_t94_coastfort_0;▅ 37-mm Type 94;
structures/jpn_37mm_t94_coastfort_1;▅ 37-mm artillery;
structures/jpn_37mm_t94_coastfort_2;Artillery;
air_defence/jpn_40mm_airfield_0;▅ 40-mm Type 91;
air_defence/jpn_40mm_airfield_1;▅ 40-mm AAA;
air_defence/jpn_40mm_airfield_2;AAA;
structures/jpn_47mm_t1_0;▅ 47-mm Type 1;
structures/jpn_47mm_t1_1;▅ 47-mm artillery;
structures/jpn_47mm_t1_2;Artillery;
structures/jpn_47mm_t1_coastfort_0;▅ 47-mm Type 1;
structures/jpn_47mm_t1_coastfort_1;▅ 47-mm artillery;
structures/jpn_47mm_t1_coastfort_2;Artillery;
air_defence/jpn_75mm_t88_0;▅ 75-mm Type 88;
air_defence/jpn_75mm_t88_1;▅ 75-mm AAA;
air_defence/jpn_75mm_t88_2;AAA;
air_defence/jpn_75mm_t88_coastfort_0;▅ 75-mm Type 88;
air_defence/jpn_75mm_t88_coastfort_1;▅ 75-mm AAA;
air_defence/jpn_75mm_t88_coastfort_2;AAA;
air_defence/jpn_75mm_t88_noground_0;▅ 75-mm Type 88;
air_defence/jpn_75mm_t88_noground_1;▅ 75-mm AAA;
air_defence/jpn_75mm_t88_noground_2;AAA;
air_defence/jpn_75mm_t88_sandfort_0;▅ 75-mm Type 88;
air_defence/jpn_75mm_t88_sandfort_1;▅ 75-mm AAA;
air_defence/jpn_75mm_t88_sandfort_2;AAA;
structures/jpn_75mm_t90_0;▅ 75-mm Type 90;
structures/jpn_75mm_t90_1;▅ 75-mm artillery;
structures/jpn_75mm_t90_2;Artillery;
structures/jpn_75mm_t90_coastfort_0;▅ 75-mm Type 90;
structures/jpn_75mm_t90_coastfort_1;▅ 75-mm artillery;
structures/jpn_75mm_t90_coastfort_2;Artillery;
structures/jpn_75mm_t90_noground_0;▅ 75-mm Type 90;
structures/jpn_75mm_t90_noground_1;▅ 75-mm artillery;
structures/jpn_75mm_t90_noground_2;Artillery;
structures/jpn_75mm_t90_sandfort_0;▅ 75-mm Type 90;
structures/jpn_75mm_t90_sandfort_1;▅ 75-mm artillery;
structures/jpn_75mm_t90_sandfort_2;Artillery;
air_defence/jpn_80mm_t3_0;▅ 8-cm Type 3;
air_defence/jpn_80mm_t3_1;▅ 8-cm AAA;
air_defence/jpn_80mm_t3_2;AAA;
air_defence/arcade_jpn_80mm_0;▅ 8-cm Type 3;
air_defence/arcade_jpn_80mm_1;▅ 8-cm AAA;
air_defence/arcade_jpn_80mm_2;AAA;
;;
;;
Guns (Sweden);;
structures/swe_120mm_coastal_0;♛ 12-cm tapj m/70;
structures/swe_120mm_coastal_1;♛ 12-cm coastal artillery;
structures/swe_120mm_coastal_2;Coastal artillery;
swe_120mm_for_land_battles_0;♛ 12-cm tapj m/70;
swe_120mm_for_land_battles_1;♛ 12-cm coastal artillery;
swe_120mm_for_land_battles_2;Coastal artillery;
structures/swe_152mm_coastal_0;♛ 15,2-cm kan m/42;
structures/swe_152mm_coastal_1;♛ 15,2-cm coastal artillery;
structures/swe_152mm_coastal_2;Coastal artillery;
swe_152mm_for_land_battles_0;♛ 15,2-cm kan m/42;
swe_152mm_for_land_battles_1;♛ 15,2-cm coastal artillery;
swe_152mm_for_land_battles_2;Coastal artillery;
;;
;;
Guns (France);;
uk_machinegun_hotchkiss_mle_1914_0;⚜ 8-mm Hotchkiss Mle 1914;
uk_machinegun_hotchkiss_mle_1914_1;⚜ 8-mm machine gun;
uk_machinegun_hotchkiss_mle_1914_2;Machine gun;
;;
;;
Guns (Other);;
structures/76mm_artillery_support_0;Artillery;
air_defence/aa_127mm_test_0;AAA;
air_defence/aa_127mm_test_1;AAA;
air_defence/aa_127mm_test_2;AAA;
;;
;;
;;
Missiles (UK);;
uk_ai_sam_rapier_0;▄ Rapier;
uk_ai_sam_rapier_1;▄ Rapier;
uk_ai_sam_rapier_2;Rapier;
;;
;;
;;
Vehicles (USA) [Supply catalog designations];;
wheeled_vehicles/uk_ford_fat2_0;▄ G540;
wheeled_vehicles/uk_ford_fat2_1;▄ G540;
wheeled_vehicles/uk_ford_fat2_2;G540;
;;
Vehicles (USA) [USN designations];;
us_lav_ad_shop;▃ LAV-AD;
us_lav_ad_0;▃ Light Armored Vehicle, Air Defense;
us_lav_ad_1;▃ LAV-AD;
us_lav_ad_2;LAV;
us_lvt_a_1_shop;▃ LVT(A)(1);
us_lvt_a_1_0;▃ Vehicle, Landing, Tracked, (Armored), Mk.1;
us_lvt_a_1_1;▃ LVT(A)(1);
us_lvt_a_1_2;LVT;
us_lvt_a_1_trb_shop;○ LVT(A)(1);
us_lvt_a_1_trb_0;○ Vehicle, Landing, Tracked, (Armored), Mk.1;
us_lvt_a_1_trb_1;○ LVT(A)(1);
us_lvt_a_1_trb_2;LVT;
us_lvt_a1_m24_shop;▃ LVT(A)(1) (M24);
us_lvt_a1_m24_0;▃ Vehicle, Landing, Tracked, (Armored), Mk.1 (M24 turret);
us_lvt_a1_m24_1;▃ LVT(A)(1);
us_lvt_a1_m24_2;LVT;
fr_lvt_bofors_shop;⚜ LVT(4) (Bofors);
fr_lvt_bofors_0;⚜ Vehicle, Landing, Tracked, (Unarmored), Mk.4 (40-mm Bofors);
fr_lvt_bofors_1;⚜ LVT(4);
fr_lvt_bofors_2;LVT;
us_lvt_a_4_shop;▃ LVT(A)(4);
us_lvt_a_4_0;▃ Vehicle, Landing, Tracked, (Armored), Mk.4;
us_lvt_a_4_1;▃ LVT(A)(4);
us_lvt_a_4_2;LVT;
us_lvt_4_zis_2_shop;▃ LVT(A)(4) (ZiS-2);
us_lvt_4_zis_2_0;▃ Vehicle, Landing, Tracked, (Armored), Mk.4 (57-mm ZiS-2);
us_lvt_4_zis_2_1;▃ LVT(A)(4);
us_lvt_4_zis_2_2;LVT;
cn_lvt_4_zis_2_shop;␗ LVT(A)(4) (ZiS-2);
cn_lvt_4_zis_2_0;␗ Vehicle, Landing, Tracked, (Armored), Mk.4 (57-mm ZiS-2);
cn_lvt_4_zis_2_1;␗ LVT(A)(4);
cn_lvt_4_zis_2_2;LVT;
;;
Vehicles (USA) [M numbers];;
us_xm1_chrysler_0;\nTank, Combat, Full Tracked, 105-mm Gun, XM1 Abrams (Chrysler)\n▃ United States Army;
us_xm1_chrysler_shop;▃ XM1 Abrams (C);
us_xm1_chrysler_1;▃ M1 Abrams;
us_xm1_chrysler_2;M1 Abrams;
us_xm1_gm_shop;▃ XM1 Abrams (GM);
us_xm1_gm_0;▃ Tank, Combat, Full Tracked, 105-mm Gun, XM1 Abrams (General Motors);
us_xm1_gm_1;▃ M1 Abrams (GM);
us_xm1_gm_2;M1 Abrams (GM);
us_m1_abrams_shop;▃ M1 Abrams;
us_m1_abrams_0;▃ Tank, Combat, Full Tracked, 105-mm Gun, M1 Abrams;
us_m1_abrams_1;▃ M1 Abrams;
us_m1_abrams_2;M1 Abrams;
shop/group/us_abrams_group;▃ M1IP/M1A1 Abrams;
us_m1_ip_abrams_shop;▃ M1IP Abrams;
us_m1_ip_abrams_0;▃ Tank, Combat, Full Tracked, 105-mm Gun, Improved Performance, M1 Abrams;
us_m1_ip_abrams_1;▃ M1IP Abrams;
us_m1_ip_abrams_2;M1 Abrams;
us_m1a1_abrams_shop;▃ M1A1 Abrams;
us_m1a1_abrams_0;▃ Tank, Combat, Full Tracked, 120-mm Gun, M1A1 Abrams;
us_m1a1_abrams_1;▃ M1A1 Abrams;
us_m1a1_abrams_2;M1 Abrams;
us_m1a1_abrams_yt_cup_2019_shop;␙ M1A1 Abrams;
us_m1a1_abrams_yt_cup_2019_0;␙ Tank, Combat, Full Tracked, 120-mm Gun, M1A1 Abrams;
us_m1a1_abrams_yt_cup_2019_1;␙ M1A1 Abrams;
us_m1a1_abrams_yt_cup_2019_2;M1 Abrams;
us_m1a1_aim_abrams_shop;▃ M1A1 AIM v.1 Abrams;
us_m1a1_aim_abrams_0;▃ Tank, Combat, Full Tracked, 120-mm Gun, M1A1 Abrams Integrated Management v.1;
us_m1a1_aim_abrams_1;▃ M1A1 Abrams;
us_m1a1_aim_abrams_2;M1 Abrams;
uk_m1a1_aim_abrams_shop;╨ M1A1 AIM v.1 Abrams;
uk_m1a1_aim_abrams_0;╨ Tank, Combat, Full Tracked, 120-mm Gun, M1A1 Abrams Integrated Management v.1;
uk_m1a1_aim_abrams_1;╨ M1A1 Abrams;
uk_m1a1_aim_abrams_2;M1 Abrams;
us_m1a1_hc_abrams_shop;▃ M1A1HC Abrams;
us_m1a1_hc_abrams_0;▃ Tank, Combat, Full Tracked, 120-mm Gun, Heavy Common, M1A1 Abrams;
us_m1a1_hc_abrams_1;▃ M1A1 Abrams;
us_m1a1_hc_abrams_2;M1 Abrams;
us_m1a1_hc_usmc_shop;"▃ M1A1HC Abrams ""Click-Bait""";
us_m1a1_hc_usmc_0;"▃ Tank, Combat, Full Tracked, 120-mm Gun, Heavy Common, M1A1 Abrams ""Click-Bait""";
us_m1a1_hc_usmc_1;▃ M1A1 Abrams;
us_m1a1_hc_usmc_2;M1 Abrams;
us_m1a1_hc_usmc_sm_shop;◍ M1A1HC Abrams;
us_m1a1_hc_usmc_sm_0;◍ Tank, Combat, Full Tracked, 120-mm Gun, Heavy Common, M1A1 Abrams;
us_m1a1_hc_usmc_sm_1;◍ M1A1 Abrams;
us_m1a1_hc_usmc_sm_2;M1 Abrams;
us_m1_abrams_kvt_shop;▃ M1A1KVT Abrams;
us_m1_abrams_kvt_0;▃ Tank, Combat, Full Tracked, 120-mm Gun, Krasnovian Variant Tank, M1A1 Abrams;
us_m1_abrams_kvt_1;▃ M1A1 Abrams;
us_m1_abrams_kvt_2;M1 Abrams;
shop/group/us_abrams_a2_group;▃ M1A2 Abrams;
us_m1a2_abrams_shop;▃ M1A2 Abrams;
us_m1a2_abrams_0;▃ Tank, Combat, Full Tracked, 120-mm Gun, M1A2 Abrams;
us_m1a2_abrams_1;▃ M1A2 Abrams;
us_m1a2_abrams_2;M1 Abrams;
us_m1a2_sep2_abrams_trophy_shop;▃ M1A2 Abrams (Trophy HV);
us_m1a2_sep2_abrams_trophy_0;▃ Tank, Combat, Full Tracked, 120-mm Gun, M1A2 Abrams (Trophy HV);
us_m1a2_sep2_abrams_trophy_1;▃ M1A2 Abrams;
us_m1a2_sep2_abrams_trophy_2;M1 Abrams;
us_m1a2_sep_abrams_shop;▃ M1A2 SEP Abrams;
us_m1a2_sep_abrams_0;▃ Tank, Combat, Full Tracked, 120-mm Gun, M1A2 Abrams System Enhancement Package;
us_m1a2_sep_abrams_1;▃ M1A2 Abrams;
us_m1a2_sep_abrams_2;M1 Abrams;
us_m1a2_sep2_abrams_shop;▃ M1A2 SEP v.2 Abrams;
us_m1a2_sep2_abrams_0;▃ Tank, Combat, Full Tracked, 120-mm Gun, M1A2 Abrams System Enhancement Package v.2;
us_m1a2_sep2_abrams_1;▃ M1A2 Abrams;
us_m1a2_sep2_abrams_2;M1 Abrams;
us_m1a2_sep3_abrams_shop;▃ M1A2 SEP v.3 Abrams;
us_m1a2_sep3_abrams_0;▃ Tank, Combat, Full Tracked, 120-mm Gun, M1A2 Abrams System Enhancement Package v.3;
us_m1a2_sep3_abrams_1;▃ M1A2 Abrams;
us_m1a2_sep3_abrams_2;M1 Abrams;
uk_m1a2_sep3_abrams_shop;╨ M1A2 SEP v.3 Abrams;
uk_m1a2_sep3_abrams_0;╨ Tank, Combat, Full Tracked, 120-mm Gun, M1A2 Abrams System Enhancement Package v.3;
uk_m1a2_sep3_abrams_1;╨ M1A2 Abrams;
uk_m1a2_sep3_abrams_2;M1 Abrams;
cn_m1a2t_shop;⛭ M1A2T Abrams;
cn_m1a2t_0;⛭ Tank, Combat, Full Tracked, 120-mm Gun, M1A2T Abrams;
cn_m1a2t_1;⛭ M1A2 Abrams;
cn_m1a2t_2;M1 Abrams;
us_m2a2_shop;▃ M2A2 Light;
us_m2a2_0;▃ Tank, Light, M2A2;
us_m2a2_1;▃ M2A2 Light;
us_m2a2_2;M2 Light;
us_m2a4_shop;▃ M2A4 Light;
us_m2a4_0;▃ Tank, Light, M2A4;
us_m2a4_1;▃ M2A4 Light;
us_m2a4_2;M2 Light;
us_m2a4_1st_armor_div_shop;▃ M2A4 Light (1st Arm.Div.);
us_m2a4_1st_armor_div_0;▃ Tank, Light, M2A4 (1st Armored Division);
us_m2a4_1st_armor_div_1;▃ M2A4 Light;
us_m2a4_1st_armor_div_2;M2 Light;
us_m2_medium_shop;▃ M2 Medium;
us_m2_medium_0;▃ Tank, Medium, M2;
us_m2_medium_1;▃ M2 Medium;
us_m2_medium_2;M2 Medium;
us_adats_bradley_shop;▃ M2 Bradley (MIM-146);
us_adats_bradley_0;▃ Fighting Vehicle, Infantry, M2 Bradley (MIM-146 Air Defense Anti-Tank System);
us_adats_bradley_1;▃ M2 Bradley;
us_adats_bradley_2;M2 Bradley;
us_halftrack_m3_75mm_gmc_shop;▃ M3 GMC;
us_halftrack_m3_75mm_gmc_0;▃ Carriage, Motor, 75-mm Gun, M3;
us_halftrack_m3_75mm_gmc_1;▃ M3 GMC;
us_halftrack_m3_75mm_gmc_2;M3 GMC;
il_ss_11_halftrack_shop; M3 HPC (SS.11);
il_ss_11_halftrack_0; Carrier, Personnel, Half-track, M3 (SS.11);
il_ss_11_halftrack_1; M3 HPC;
il_ss_11_halftrack_2;M3 HPC;
il_tcm_20_shop; M3 HPC (TCM-20);
il_tcm_20_0; Carrier, Personnel, Half-track, M3 (TCM-20);
il_tcm_20_1; M3 HPC;
il_tcm_20_2;M3 HPC;
wheeled_vehicles/us_m3_halftrack_0;▃ M3 HPC;
wheeled_vehicles/us_m3_halftrack_1;▃ M3 HPC;
wheeled_vehicles/us_m3_halftrack_2;M3 HPC;
shop/group/m3_light_group;▃ M3/M3A1 Stuart;
us_m3_stuart_shop;▃ M3 Stuart;
us_m3_stuart_0;▃ Tank, Light, M3 Stuart;
us_m3_stuart_1;▃ M3 Stuart;
us_m3_stuart_2;M3 Stuart;
us_m3a1_stuart_shop;▃ M3A1 Stuart;
us_m3a1_stuart_0;▃ Tank, Light, M3A1 Stuart;
us_m3a1_stuart_1;▃ M3A1 Stuart;
us_m3a1_stuart_2;M3 Stuart;
us_m3a1_stuart_usmc_shop;▃ M3A1 Stuart (USMC);
us_m3a1_stuart_usmc_0;▃ Tank, Light, M3A1 Stuart (United States Marine Corps);
us_m3a1_stuart_usmc_1;▃ M3A1 Stuart;
us_m3a1_stuart_usmc_2;M3 Stuart;
shop/group/cn_m3_m5_stuart_group;⛭ M3/M5 Stuart;
cn_m3a3_stuart_shop;⛭ M3A3 Stuart;
cn_m3a3_stuart_0;⛭ Tank, Light, M3A3 Stuart;
cn_m3a3_stuart_1;⛭ M3A3 Stuart;
cn_m3a3_stuart_2;M3 Stuart;
cn_m3a3_stuart_1st_ptg_shop;⛭ M3A3 Stuart (1st PTG);
cn_m3a3_stuart_1st_ptg_0;⛭ Tank, Light, M3A3 Stuart (1st Provisional Tank Group);
cn_m3a3_stuart_1st_ptg_1;⛭ M3A3 Stuart;
cn_m3a3_stuart_1st_ptg_2;M3 Stuart;
it_m3a3_stuart_shop;╝ M3A3 Stuart;
it_m3a3_stuart_0;╝ Tank, Light, M3A3 Stuart;
it_m3a3_stuart_1;╝ M3A3 Stuart;
it_m3a3_stuart_2;M3 Stuart;
fr_m3a3_stuart_shop;⚜ M3A3 Stuart;
fr_m3a3_stuart_0;⚜ Tank, Light, M3A3 Stuart;
fr_m3a3_stuart_1;⚜ M3A3 Stuart;
fr_m3a3_stuart_2;M3 Stuart;
us_m3_lee_shop;▃ M3 Lee;
us_m3_lee_0;▃ Tank, Medium, M3 Lee;
us_m3_lee_1;▃ M3 Lee;
us_m3_lee_2;M3 Lee;
tracked_vehicles/us_m3_lee_0;▃ M3 Lee;
tracked_vehicles/us_m3_lee_1;▃ M3 Lee;
tracked_vehicles/us_m3_lee_2;M3 Lee;
ussr_m3c_shop;▂ M3 Medium;
ussr_m3c_0;▂ Tank, Medium, M3 Lee;
ussr_m3c_1;▂ M3 Medium;
ussr_m3c_2;M3 Medium;
us_m3_bradley_shop;▃ M3 Bradley;
us_m3_bradley_0;▃ Fighting Vehicle, Cavalry, M3 Bradley;
us_m3_bradley_1;▃ M3 Bradley;
us_m3_bradley_2;M3 Bradley;
us_m3a3_bradley_shop;▃ M3A3 Bradley;
us_m3a3_bradley_0;▃ Fighting Vehicle, Cavalry, M3A3 Bradley;
us_m3a3_bradley_1;▃ M3A3 Bradley;
us_m3a3_bradley_2;M3 Bradley;
shop/group/us_sherman_group;▃ M4 Sherman;
us_m4_sherman_shop;▃ M4 Sherman;
us_m4_sherman_0;▃ Tank, Medium, M4 (75-mm Gun) Sherman;
us_m4_sherman_1;▃ M4 Sherman;
us_m4_sherman_2;M4 Sherman;
us_m4_sherman_promo_shop;╊ M4 Sherman;
us_m4_sherman_promo_0;╊ Tank, Medium, M4 (75-mm Gun) Sherman;
us_m4_sherman_promo_1;╊ M4 Sherman;
us_m4_sherman_promo_2;M4 Sherman;
shop/group/us_t26_t25_group;▃ M4/T26 Sherman/T25;
us_m4_t26_shop;▃ M4/T26 Sherman;
us_m4_t26_0;▃ Tank, Medium, M4/T26 Sherman;
us_m4_t26_1;▃ M4 Sherman;
us_m4_t26_2;M4 Sherman;
us_m4_sherman_calliope_shop;▃ M4 Sherman (T34);
us_m4_sherman_calliope_0;▃ Tank, Medium, M4 (75-mm Gun) Sherman (T34 Calliope);
us_m4_sherman_calliope_1;▃ M4 Sherman;
us_m4_sherman_calliope_2;M4 Sherman;
tracked_vehicles/us_m4a1_calliope_0;▃ M4 Sherman (T34);
tracked_vehicles/us_m4a1_calliope_1;▃ M4 Sherman;
tracked_vehicles/us_m4a1_calliope_2;M4 Sherman;
us_m4a1_1942_sherman_shop;▃ M4A1 Sherman;
us_m4a1_1942_sherman_0;▃ Tank, Medium, M4A1 (75-mm Gun) Sherman;
us_m4a1_1942_sherman_1;▃ M4A1 Sherman;
us_m4a1_1942_sherman_2;M4 Sherman;
tracked_vehicles/us_m4a1_0;▃ M4A1 Sherman;
tracked_vehicles/us_m4a1_1;▃ M4A1 Sherman;
tracked_vehicles/us_m4a1_2;M4 Sherman;
fr_m4a1_sherman_shop;⚜ M4A1 Sherman;
fr_m4a1_sherman_0;⚜ Tank, Medium, M4A1 (75-mm Gun) Sherman;
fr_m4a1_sherman_1;⚜ M4A1 Sherman;
fr_m4a1_sherman_2;M4 Sherman;
fr_m4a1_sherman_fl_10_shop;⚜ M4A1 Sherman (FL-10);
fr_m4a1_sherman_fl_10_0;⚜ Tank, Medium, M4A1 (75-mm Gun) Sherman (FL-10);
fr_m4a1_sherman_fl_10_1;⚜ M4A1 Sherman;
fr_m4a1_sherman_fl_10_2;M4 Sherman;
cn_m4a1_76w_sherman_shop;⛭ M4A1(75)W Sherman;
cn_m4a1_76w_sherman_0;⛭ Tank, Medium, M4A1 (75-mm Gun, Wet) Sherman;
cn_m4a1_76w_sherman_1;⛭ M4A1 Sherman;
cn_m4a1_76w_sherman_2;M4 Sherman;
us_m4a1_76w_sherman_shop;▃ M4A1(76)W Sherman;
us_m4a1_76w_sherman_0;▃ Tank, Medium, M4A1 (76-mm Gun, Wet) Sherman;
us_m4a1_76w_sherman_1;▃ M4A1 Sherman;
us_m4a1_76w_sherman_2;M4 Sherman;
us_m4a2_sherman_shop;▃ M4A2 Sherman (e);
us_m4a2_sherman_0;▃ Tank, Medium, M4A2 (75-mm Gun) Sherman (early production);
us_m4a2_sherman_1;▃ M4A2 Sherman;
us_m4a2_sherman_2;M4 Sherman;
tracked_vehicles/us_m4a2_0;▃ M4A2 Sherman (e);
tracked_vehicles/us_m4a2_1;▃ M4A2 Sherman;
tracked_vehicles/us_m4a2_2;M4 Sherman;
us_m4a2_1944_shop;▃ M4A2 Sherman (l);
us_m4a2_1944_0;▃ Tank, Medium, M4A2 (75-mm Gun) Sherman (late production);
us_m4a2_1944_1;▃ M4A2 Sherman;
us_m4a2_1944_2;M4 Sherman;
shop/group/us_sherman_76w_group;▃ M4(76)W Sherman;
us_m4a2_76w_sherman_shop;▃ M4A2(76)W Sherman;
us_m4a2_76w_sherman_0;▃ Tank, Medium, M4A2 (76-mm Gun, Wet) Sherman;
us_m4a2_76w_sherman_1;▃ M4A2 Sherman;
us_m4a2_76w_sherman_2;M4 Sherman;
us_m4a2_76w_sherman_tutorial_shop;▃ M4A2(76)W Sherman;
us_m4a2_76w_sherman_tutorial_0;▃ Tank, Medium, M4A2 (76-mm Gun, Wet) Sherman;
us_m4a2_76w_sherman_tutorial_1;▃ M4A2 Sherman;
us_m4a2_76w_sherman_tutorial_2;M4 Sherman;
tracked_vehicles/us_m4a2_76w_0;▃ M4A2(76)W Sherman;
tracked_vehicles/us_m4a2_76w_1;▃ M4A2 Sherman;
tracked_vehicles/us_m4a2_76w_2;M4 Sherman;
ussr_m4a2_76w_sherman_shop;▂ M4A2(76)W Sherman;
ussr_m4a2_76w_sherman_0;▂ Tank, Medium, M4A2 (76-mm Gun, Wet) Sherman;
ussr_m4a2_76w_sherman_1;▂ M4A2 Sherman;
ussr_m4a2_76w_sherman_2;M4 Sherman;
us_m4a3e8_76w_sherman_shop;▃ M4A3(76)W HVSS Sherman;
us_m4a3e8_76w_sherman_0;▃ Tank, Medium, M4A3 (76-mm Gun, Wet) HVSS Sherman;
us_m4a3e8_76w_sherman_1;▃ M4A3 Sherman;
us_m4a3e8_76w_sherman_2;M4 Sherman;
shop/group/us_kit_3rank_group;▃ M4/M18/Skink (camo net);
us_m4a3e8_76w_sherman_kit_3rank_shop;▃ M4A3(76)W HVSS Sherman (camo net);
us_m4a3e8_76w_sherman_kit_3rank_0;▃ Tank, Medium, M4A3 (76-mm Gun, Wet) HVSS Sherman (camouflage net);
us_m4a3e8_76w_sherman_kit_3rank_1;▃ M4A3 Sherman;
us_m4a3e8_76w_sherman_kit_3rank_2;M4 Sherman;
jp_m4a3e8_76w_sherman_shop;▅ M4A3(76)W HVSS Sherman;
jp_m4a3e8_76w_sherman_0;▅ Tank, Medium, M4A3 (76-mm Gun, Wet) HVSS Sherman;
jp_m4a3e8_76w_sherman_1;▅ M4A3 Sherman;
jp_m4a3e8_76w_sherman_2;M4 Sherman;
us_m4a3_105_sherman_shop;▃ M4A3(105) Sherman;
us_m4a3_105_sherman_0;▃ Tank, Medium, M4A3 (105-mm Howitzer) Sherman;
us_m4a3_105_sherman_1;▃ M4A3 Sherman;
us_m4a3_105_sherman_2;M4 Sherman;
fr_m4a3_105_sherman_shop;⚜ M4A3(105) Sherman;
fr_m4a3_105_sherman_0;⚜ Tank, Medium, M4A3 (105-mm Howitzer) Sherman;
fr_m4a3_105_sherman_1;⚜ M4A3 Sherman;
fr_m4a3_105_sherman_2;M4 Sherman;
us_m4a3e2_sherman_jumbo_shop;▃ M4A3E2 Jumbo;
us_m4a3e2_sherman_jumbo_0;▃ Tank, Medium, M4A3E2 (75-mm Gun, Wet) Assault Sherman Jumbo;
us_m4a3e2_sherman_jumbo_1;▃ M4A3 Jumbo;
us_m4a3e2_sherman_jumbo_2;M4 Sherman;
us_m4a3e2_sherman_jumbo_cobra_king_shop;"▃ M4A3E2 Jumbo ""Cobra King""";
us_m4a3e2_sherman_jumbo_cobra_king_0;"▃ Tank, Medium, M4A3E2 (75-mm Gun, Wet) Assault Sherman Jumbo ""Cobra King""";
us_m4a3e2_sherman_jumbo_cobra_king_1;▃ M4A3 Jumbo;
us_m4a3e2_sherman_jumbo_cobra_king_2;M4 Sherman;
fr_m4a3e2_sherman_jumbo_shop;⚜ M4A3E2 Jumbo;
fr_m4a3e2_sherman_jumbo_0;⚜ Tank, Medium, M4A3E2 (75-mm Gun, Wet) Assault Sherman Jumbo;
fr_m4a3e2_sherman_jumbo_1;⚜ M4A3 Jumbo;
fr_m4a3e2_sherman_jumbo_2;M4 Sherman;
us_m4a3e2_76w_sherman_jumbo_shop;▃ M4A3E2(76)W Jumbo;
us_m4a3e2_76w_sherman_jumbo_0;▃ Tank, Medium, M4A3E2 (76-mm Gun, Wet) Assault Sherman Jumbo;
us_m4a3e2_76w_sherman_jumbo_1;▃ M4A3 Jumbo;
us_m4a3e2_76w_sherman_jumbo_2;M4 Sherman;
cn_m4a4_sherman_shop;⛭ M4A4 Sherman;
cn_m4a4_sherman_0;⛭ Tank, Medium, M4A4 (75-mm Gun) Sherman;
cn_m4a4_sherman_1;⛭ M4A4 Sherman;
cn_m4a4_sherman_2;M4 Sherman;
cn_m4a4_sherman_1st_ptg_shop;⛭ M4A4 Sherman (1st PTG);
cn_m4a4_sherman_1st_ptg_0;⛭ Tank, Medium, M4A4 (75-mm Gun) Sherman (1st Provisional Tank Group);
cn_m4a4_sherman_1st_ptg_1;⛭ M4A4 Sherman;
cn_m4a4_sherman_1st_ptg_2;M4 Sherman;
it_m4a4_sherman_shop;╝ M4A4 Sherman;
it_m4a4_sherman_0;╝ Tank, Medium, M4A4 (75-mm Gun) Sherman;
it_m4a4_sherman_1;╝ M4A4 Sherman;
it_m4a4_sherman_2;M4 Sherman;
fr_m4a4_sherman_shop;⚜ M4A4 Sherman;
fr_m4a4_sherman_0;⚜ Tank, Medium, M4A4 (75-mm Gun) Sherman;
fr_m4a4_sherman_1;⚜ M4A4 Sherman;
fr_m4a4_sherman_2;M4 Sherman;
us_m5a1_stuart_shop;▃ M5A1 Stuart;
us_m5a1_stuart_0;▃ Tank, Light, M5A1 Stuart;
us_m5a1_stuart_1;▃ M5A1 Stuart;
us_m5a1_stuart_2;M5 Stuart;
tracked_vehicles/us_m5a1_stuart6_0;▃ M5A1 Stuart;
tracked_vehicles/us_m5a1_stuart6_1;▃ M5A1 Stuart;
tracked_vehicles/us_m5a1_stuart6_2;M5 Stuart;
us_m5a1_stuart_td_shop;"▃ M5A1 Stuart ""Carol""";
us_m5a1_stuart_td_0;"▃ Tank, Light, M5A1 Stuart ""Carol""";
us_m5a1_stuart_td_1;▃ M5A1 Stuart;
us_m5a1_stuart_td_2;M5 Stuart;
cn_m5a1_stuart_shop;⛭ M5A1 Stuart;
cn_m5a1_stuart_0;⛭ Tank, Light, M5A1 Stuart;
cn_m5a1_stuart_1;⛭ M5A1 Stuart;
cn_m5a1_stuart_2;M5 Stuart;
shop/group/us_m6_group;▃ M6;
us_m6a1_shop;▃ M6A1;
us_m6a1_0;▃ Tank, Heavy, M6A1;
us_m6a1_1;▃ M6A1;
us_m6a1_2;M6;
us_m6a2e1_shop;▃ M6A2E1;
us_m6a2e1_0;▃ Tank, Heavy, M6A2E1;
us_m6a2e1_1;▃ M6A2;
us_m6a2e1_2;M6;
tracked_vehicles/us_priest_m7_0;▃ M7 Priest;
tracked_vehicles/us_priest_m7_1;▃ M7 Priest;
tracked_vehicles/us_priest_m7_2;M7 Priest;
